GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72017sex1_age67,Population Estimate (as of July 1) - 2017 - Male; Total - 67
est72017sex2_age67,Population Estimate (as of July 1) - 2017 - Female; Total - 67
est72018sex0_age67,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 67
est72018sex1_age67,Population Estimate (as of July 1) - 2018 - Male; Total - 67
est72018sex2_age67,Population Estimate (as of July 1) - 2018 - Female; Total - 67
cen42010sex0_age68,"April 1, 2010 - Census - Both Sexes; Total - 68"
cen42010sex1_age68,"April 1, 2010 - Census - Male; Total - 68"
cen42010sex2_age68,"April 1, 2010 - Census - Female; Total - 68"
est42010sex0_age68,"April 1, 2010 - Estimates Base - Both Sexes; Total - 68"
est42010sex1_age68,"April 1, 2010 - Estimates Base - Male; Total - 68"
est42010sex2_age68,"April 1, 2010 - Estimates Base - Female; Total - 68"
est72010sex0_age68,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 68
est72010sex1_age68,Population Estimate (as of July 1) - 2010 - Male; Total - 68
est72010sex2_age68,Population Estimate (as of July 1) - 2010 - Female; Total - 68
est72011sex0_age68,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 68
est72011sex1_age68,Population Estimate (as of July 1) - 2011 - Male; Total - 68
est72011sex2_age68,Population Estimate (as of July 1) - 2011 - Female; Total - 68
est72012sex0_age68,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 68
est72012sex1_age68,Population Estimate (as of July 1) - 2012 - Male; Total - 68
est72012sex2_age68,Population Estimate (as of July 1) - 2012 - Female; Total - 68
est72013sex0_age68,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 68
est72013sex1_age68,Population Estimate (as of July 1) - 2013 - Male; Total - 68
est72013sex2_age68,Population Estimate (as of July 1) - 2013 - Female; Total - 68
est72014sex0_age68,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 68
est72014sex1_age68,Population Estimate (as of July 1) - 2014 - Male; Total - 68
est72014sex2_age68,Population Estimate (as of July 1) - 2014 - Female; Total - 68
est72015sex0_age68,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 68
est72015sex1_age68,Population Estimate (as of July 1) - 2015 - Male; Total - 68
est72015sex2_age68,Population Estimate (as of July 1) - 2015 - Female; Total - 68
est72016sex0_age68,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 68
est72016sex1_age68,Population Estimate (as of July 1) - 2016 - Male; Total - 68
est72016sex2_age68,Population Estimate (as of July 1) - 2016 - Female; Total - 68
est72017sex0_age68,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 68
est72017sex1_age68,Population Estimate (as of July 1) - 2017 - Male; Total - 68
est72017sex2_age68,Population Estimate (as of July 1) - 2017 - Female; Total - 68
est72018sex0_age68,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 68
est72018sex1_age68,Population Estimate (as of July 1) - 2018 - Male; Total - 68
est72018sex2_age68,Population Estimate (as of July 1) - 2018 - Female; Total - 68
cen42010sex0_age69,"April 1, 2010 - Census - Both Sexes; Total - 69"
cen42010sex1_age69,"April 1, 2010 - Census - Male; Total - 69"
cen42010sex2_age69,"April 1, 2010 - Census - Female; Total - 69"
est42010sex0_age69,"April 1, 2010 - Estimates Base - Both Sexes; Total - 69"
est42010sex1_age69,"April 1, 2010 - Estimates Base - Male; Total - 69"
est42010sex2_age69,"April 1, 2010 - Estimates Base - Female; Total - 69"
est72010sex0_age69,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 69
est72010sex1_age69,Population Estimate (as of July 1) - 2010 - Male; Total - 69
est72010sex2_age69,Population Estimate (as of July 1) - 2010 - Female; Total - 69
est72011sex0_age69,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 69
est72011sex1_age69,Population Estimate (as of July 1) - 2011 - Male; Total - 69
est72011sex2_age69,Population Estimate (as of July 1) - 2011 - Female; Total - 69
est72012sex0_age69,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 69
est72012sex1_age69,Population Estimate (as of July 1) - 2012 - Male; Total - 69
est72012sex2_age69,Population Estimate (as of July 1) - 2012 - Female; Total - 69
est72013sex0_age69,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 69
est72013sex1_age69,Population Estimate (as of July 1) - 2013 - Male; Total - 69
est72013sex2_age69,Population Estimate (as of July 1) - 2013 - Female; Total - 69
est72014sex0_age69,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 69
est72014sex1_age69,Population Estimate (as of July 1) - 2014 - Male; Total - 69
est72014sex2_age69,Population Estimate (as of July 1) - 2014 - Female; Total - 69
est72015sex0_age69,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 69
est72015sex1_age69,Population Estimate (as of July 1) - 2015 - Male; Total - 69
est72015sex2_age69,Population Estimate (as of July 1) - 2015 - Female; Total - 69
est72016sex0_age69,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 69
est72016sex1_age69,Population Estimate (as of July 1) - 2016 - Male; Total - 69
est72016sex2_age69,Population Estimate (as of July 1) - 2016 - Female; Total - 69
est72017sex0_age69,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 69
est72017sex1_age69,Population Estimate (as of July 1) - 2017 - Male; Total - 69
est72017sex2_age69,Population Estimate (as of July 1) - 2017 - Female; Total - 69
est72018sex0_age69,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 69
est72018sex1_age69,Population Estimate (as of July 1) - 2018 - Male; Total - 69
est72018sex2_age69,Population Estimate (as of July 1) - 2018 - Female; Total - 69
cen42010sex0_age70,"April 1, 2010 - Census - Both Sexes; Total - 70"
cen42010sex1_age70,"April 1, 2010 - Census - Male; Total - 70"
cen42010sex2_age70,"April 1, 2010 - Census - Female; Total - 70"
est42010sex0_age70,"April 1, 2010 - Estimates Base - Both Sexes; Total - 70"
est42010sex1_age70,"April 1, 2010 - Estimates Base - Male; Total - 70"
est42010sex2_age70,"April 1, 2010 - Estimates Base - Female; Total - 70"
est72010sex0_age70,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 70
est72010sex1_age70,Population Estimate (as of July 1) - 2010 - Male; Total - 70
est72010sex2_age70,Population Estimate (as of July 1) - 2010 - Female; Total - 70
est72011sex0_age70,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 70
est72011sex1_age70,Population Estimate (as of July 1) - 2011 - Male; Total - 70
est72011sex2_age70,Population Estimate (as of July 1) - 2011 - Female; Total - 70
est72012sex0_age70,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 70
est72012sex1_age70,Population Estimate (as of July 1) - 2012 - Male; Total - 70
est72012sex2_age70,Population Estimate (as of July 1) - 2012 - Female; Total - 70
est72013sex0_age70,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 70
est72013sex1_age70,Population Estimate (as of July 1) - 2013 - Male; Total - 70
est72013sex2_age70,Population Estimate (as of July 1) - 2013 - Female; Total - 70
est72014sex0_age70,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 70
est72014sex1_age70,Population Estimate (as of July 1) - 2014 - Male; Total - 70
est72014sex2_age70,Population Estimate (as of July 1) - 2014 - Female; Total - 70
est72015sex0_age70,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 70
est72015sex1_age70,Population Estimate (as of July 1) - 2015 - Male; Total - 70
est72015sex2_age70,Population Estimate (as of July 1) - 2015 - Female; Total - 70
est72016sex0_age70,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 70
est72016sex1_age70,Population Estimate (as of July 1) - 2016 - Male; Total - 70
est72016sex2_age70,Population Estimate (as of July 1) - 2016 - Female; Total - 70
est72017sex0_age70,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 70
est72017sex1_age70,Population Estimate (as of July 1) - 2017 - Male; Total - 70
est72017sex2_age70,Population Estimate (as of July 1) - 2017 - Female; Total - 70
est72018sex0_age70,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 70
est72018sex1_age70,Population Estimate (as of July 1) - 2018 - Male; Total - 70
est72018sex2_age70,Population Estimate (as of July 1) - 2018 - Female; Total - 70
cen42010sex0_age71,"April 1, 2010 - Census - Both Sexes; Total - 71"
cen42010sex1_age71,"April 1, 2010 - Census - Male; Total - 71"
cen42010sex2_age71,"April 1, 2010 - Census - Female; Total - 71"
est42010sex0_age71,"April 1, 2010 - Estimates Base - Both Sexes; Total - 71"
est42010sex1_age71,"April 1, 2010 - Estimates Base - Male; Total - 71"
est42010sex2_age71,"April 1, 2010 - Estimates Base - Female; Total - 71"
est72010sex0_age71,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 71
est72010sex1_age71,Population Estimate (as of July 1) - 2010 - Male; Total - 71
est72010sex2_age71,Population Estimate (as of July 1) - 2010 - Female; Total - 71
est72011sex0_age71,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 71
est72011sex1_age71,Population Estimate (as of July 1) - 2011 - Male; Total - 71
est72011sex2_age71,Population Estimate (as of July 1) - 2011 - Female; Total - 71
est72012sex0_age71,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 71
est72012sex1_age71,Population Estimate (as of July 1) - 2012 - Male; Total - 71
est72012sex2_age71,Population Estimate (as of July 1) - 2012 - Female; Total - 71
est72013sex0_age71,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 71
est72013sex1_age71,Population Estimate (as of July 1) - 2013 - Male; Total - 71
est72013sex2_age71,Population Estimate (as of July 1) - 2013 - Female; Total - 71
est72014sex0_age71,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 71
est72014sex1_age71,Population Estimate (as of July 1) - 2014 - Male; Total - 71
est72014sex2_age71,Population Estimate (as of July 1) - 2014 - Female; Total - 71
est72015sex0_age71,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 71
est72015sex1_age71,Population Estimate (as of July 1) - 2015 - Male; Total - 71
est72015sex2_age71,Population Estimate (as of July 1) - 2015 - Female; Total - 71
est72016sex0_age71,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 71
est72016sex1_age71,Population Estimate (as of July 1) - 2016 - Male; Total - 71
est72016sex2_age71,Population Estimate (as of July 1) - 2016 - Female; Total - 71
est72017sex0_age71,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 71
est72017sex1_age71,Population Estimate (as of July 1) - 2017 - Male; Total - 71
est72017sex2_age71,Population Estimate (as of July 1) - 2017 - Female; Total - 71
est72018sex0_age71,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 71
est72018sex1_age71,Population Estimate (as of July 1) - 2018 - Male; Total - 71
est72018sex2_age71,Population Estimate (as of July 1) - 2018 - Female; Total - 71
cen42010sex0_age72,"April 1, 2010 - Census - Both Sexes; Total - 72"
cen42010sex1_age72,"April 1, 2010 - Census - Male; Total - 72"
cen42010sex2_age72,"April 1, 2010 - Census - Female; Total - 72"
est42010sex0_age72,"April 1, 2010 - Estimates Base - Both Sexes; Total - 72"
est42010sex1_age72,"April 1, 2010 - Estimates Base - Male; Total - 72"
est42010sex2_age72,"April 1, 2010 - Estimates Base - Female; Total - 72"
est72010sex0_age72,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 72
est72010sex1_age72,Population Estimate (as of July 1) - 2010 - Male; Total - 72
est72010sex2_age72,Population Estimate (as of July 1) - 2010 - Female; Total - 72
est72011sex0_age72,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 72
est72011sex1_age72,Population Estimate (as of July 1) - 2011 - Male; Total - 72
est72011sex2_age72,Population Estimate (as of July 1) - 2011 - Female; Total - 72
est72012sex0_age72,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 72
est72012sex1_age72,Population Estimate (as of July 1) - 2012 - Male; Total - 72
est72012sex2_age72,Population Estimate (as of July 1) - 2012 - Female; Total - 72
est72013sex0_age72,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 72
est72013sex1_age72,Population Estimate (as of July 1) - 2013 - Male; Total - 72
est72013sex2_age72,Population Estimate (as of July 1) - 2013 - Female; Total - 72
est72014sex0_age72,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 72
est72014sex1_age72,Population Estimate (as of July 1) - 2014 - Male; Total - 72
est72014sex2_age72,Population Estimate (as of July 1) - 2014 - Female; Total - 72
est72015sex0_age72,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 72
est72015sex1_age72,Population Estimate (as of July 1) - 2015 - Male; Total - 72
est72015sex2_age72,Population Estimate (as of July 1) - 2015 - Female; Total - 72
est72016sex0_age72,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 72
est72016sex1_age72,Population Estimate (as of July 1) - 2016 - Male; Total - 72
est72016sex2_age72,Population Estimate (as of July 1) - 2016 - Female; Total - 72
est72017sex0_age72,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 72
est72017sex1_age72,Population Estimate (as of July 1) - 2017 - Male; Total - 72
est72017sex2_age72,Population Estimate (as of July 1) - 2017 - Female; Total - 72
est72018sex0_age72,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 72
est72018sex1_age72,Population Estimate (as of July 1) - 2018 - Male; Total - 72
est72018sex2_age72,Population Estimate (as of July 1) - 2018 - Female; Total - 72
cen42010sex0_age73,"April 1, 2010 - Census - Both Sexes; Total - 73"
cen42010sex1_age73,"April 1, 2010 - Census - Male; Total - 73"
cen42010sex2_age73,"April 1, 2010 - Census - Female; Total - 73"
est42010sex0_age73,"April 1, 2010 - Estimates Base - Both Sexes; Total - 73"
est42010sex1_age73,"April 1, 2010 - Estimates Base - Male; Total - 73"
est42010sex2_age73,"April 1, 2010 - Estimates Base - Female; Total - 73"
est72010sex0_age73,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 73
est72010sex1_age73,Population Estimate (as of July 1) - 2010 - Male; Total - 73
est72010sex2_age73,Population Estimate (as of July 1) - 2010 - Female; Total - 73
est72011sex0_age73,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 73
est72011sex1_age73,Population Estimate (as of July 1) - 2011 - Male; Total - 73
est72011sex2_age73,Population Estimate (as of July 1) - 2011 - Female; Total - 73
est72012sex0_age73,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 73
est72012sex1_age73,Population Estimate (as of July 1) - 2012 - Male; Total - 73
est72012sex2_age73,Population Estimate (as of July 1) - 2012 - Female; Total - 73
est72013sex0_age73,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 73
est72013sex1_age73,Population Estimate (as of July 1) - 2013 - Male; Total - 73
est72013sex2_age73,Population Estimate (as of July 1) - 2013 - Female; Total - 73
est72014sex0_age73,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 73
est72014sex1_age73,Population Estimate (as of July 1) - 2014 - Male; Total - 73
est72014sex2_age73,Population Estimate (as of July 1) - 2014 - Female; Total - 73
est72015sex0_age73,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 73
est72015sex1_age73,Population Estimate (as of July 1) - 2015 - Male; Total - 73
est72015sex2_age73,Population Estimate (as of July 1) - 2015 - Female; Total - 73
est72016sex0_age73,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 73
est72016sex1_age73,Population Estimate (as of July 1) - 2016 - Male; Total - 73
est72016sex2_age73,Population Estimate (as of July 1) - 2016 - Female; Total - 73
est72017sex0_age73,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 73
est72017sex1_age73,Population Estimate (as of July 1) - 2017 - Male; Total - 73
est72017sex2_age73,Population Estimate (as of July 1) - 2017 - Female; Total - 73
est72018sex0_age73,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 73
est72018sex1_age73,Population Estimate (as of July 1) - 2018 - Male; Total - 73
est72018sex2_age73,Population Estimate (as of July 1) - 2018 - Female; Total - 73
cen42010sex0_age74,"April 1, 2010 - Census - Both Sexes; Total - 74"
cen42010sex1_age74,"April 1, 2010 - Census - Male; Total - 74"
cen42010sex2_age74,"April 1, 2010 - Census - Female; Total - 74"
est42010sex0_age74,"April 1, 2010 - Estimates Base - Both Sexes; Total - 74"
est42010sex1_age74,"April 1, 2010 - Estimates Base - Male; Total - 74"
est42010sex2_age74,"April 1, 2010 - Estimates Base - Female; Total - 74"
est72010sex0_age74,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 74
est72010sex1_age74,Population Estimate (as of July 1) - 2010 - Male; Total - 74
est72010sex2_age74,Population Estimate (as of July 1) - 2010 - Female; Total - 74
est72011sex0_age74,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 74
est72011sex1_age74,Population Estimate (as of July 1) - 2011 - Male; Total - 74
est72011sex2_age74,Population Estimate (as of July 1) - 2011 - Female; Total - 74
est72012sex0_age74,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 74
est72012sex1_age74,Population Estimate (as of July 1) - 2012 - Male; Total - 74
est72012sex2_age74,Population Estimate (as of July 1) - 2012 - Female; Total - 74
est72013sex0_age74,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 74
est72013sex1_age74,Population Estimate (as of July 1) - 2013 - Male; Total - 74
est72013sex2_age74,Population Estimate (as of July 1) - 2013 - Female; Total - 74
est72014sex0_age74,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 74
est72014sex1_age74,Population Estimate (as of July 1) - 2014 - Male; Total - 74
est72014sex2_age74,Population Estimate (as of July 1) - 2014 - Female; Total - 74
est72015sex0_age74,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 74
est72015sex1_age74,Population Estimate (as of July 1) - 2015 - Male; Total - 74
est72015sex2_age74,Population Estimate (as of July 1) - 2015 - Female; Total - 74
est72016sex0_age74,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 74
est72016sex1_age74,Population Estimate (as of July 1) - 2016 - Male; Total - 74
est72016sex2_age74,Population Estimate (as of July 1) - 2016 - Female; Total - 74
est72017sex0_age74,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 74
est72017sex1_age74,Population Estimate (as of July 1) - 2017 - Male; Total - 74
est72017sex2_age74,Population Estimate (as of July 1) - 2017 - Female; Total - 74
est72018sex0_age74,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 74
est72018sex1_age74,Population Estimate (as of July 1) - 2018 - Male; Total - 74
est72018sex2_age74,Population Estimate (as of July 1) - 2018 - Female; Total - 74
cen42010sex0_age75,"April 1, 2010 - Census - Both Sexes; Total - 75"
cen42010sex1_age75,"April 1, 2010 - Census - Male; Total - 75"
cen42010sex2_age75,"April 1, 2010 - Census - Female; Total - 75"
est42010sex0_age75,"April 1, 2010 - Estimates Base - Both Sexes; Total - 75"
est42010sex1_age75,"April 1, 2010 - Estimates Base - Male; Total - 75"
est42010sex2_age75,"April 1, 2010 - Estimates Base - Female; Total - 75"
est72010sex0_age75,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 75
est72010sex1_age75,Population Estimate (as of July 1) - 2010 - Male; Total - 75
est72010sex2_age75,Population Estimate (as of July 1) - 2010 - Female; Total - 75
est72011sex0_age75,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 75
est72011sex1_age75,Population Estimate (as of July 1) - 2011 - Male; Total - 75
est72011sex2_age75,Population Estimate (as of July 1) - 2011 - Female; Total - 75
est72012sex0_age75,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 75
est72012sex1_age75,Population Estimate (as of July 1) - 2012 - Male; Total - 75
est72012sex2_age75,Population Estimate (as of July 1) - 2012 - Female; Total - 75
est72013sex0_age75,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 75
est72013sex1_age75,Population Estimate (as of July 1) - 2013 - Male; Total - 75
est72013sex2_age75,Population Estimate (as of July 1) - 2013 - Female; Total - 75
est72014sex0_age75,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 75
est72014sex1_age75,Population Estimate (as of July 1) - 2014 - Male; Total - 75
est72014sex2_age75,Population Estimate (as of July 1) - 2014 - Female; Total - 75
est72015sex0_age75,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 75
est72015sex1_age75,Population Estimate (as of July 1) - 2015 - Male; Total - 75
est72015sex2_age75,Population Estimate (as of July 1) - 2015 - Female; Total - 75
est72016sex0_age75,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 75
est72016sex1_age75,Population Estimate (as of July 1) - 2016 - Male; Total - 75
est72016sex2_age75,Population Estimate (as of July 1) - 2016 - Female; Total - 75
est72017sex0_age75,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 75
est72017sex1_age75,Population Estimate (as of July 1) - 2017 - Male; Total - 75
est72017sex2_age75,Population Estimate (as of July 1) - 2017 - Female; Total - 75
est72018sex0_age75,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 75
est72018sex1_age75,Population Estimate (as of July 1) - 2018 - Male; Total - 75
est72018sex2_age75,Population Estimate (as of July 1) - 2018 - Female; Total - 75
cen42010sex0_age76,"April 1, 2010 - Census - Both Sexes; Total - 76"
cen42010sex1_age76,"April 1, 2010 - Census - Male; Total - 76"
cen42010sex2_age76,"April 1, 2010 - Census - Female; Total - 76"
est42010sex0_age76,"April 1, 2010 - Estimates Base - Both Sexes; Total - 76"
est42010sex1_age76,"April 1, 2010 - Estimates Base - Male; Total - 76"
est42010sex2_age76,"April 1, 2010 - Estimates Base - Female; Total - 76"
est72010sex0_age76,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 76
est72010sex1_age76,Population Estimate (as of July 1) - 2010 - Male; Total - 76
est72010sex2_age76,Population Estimate (as of July 1) - 2010 - Female; Total - 76
est72011sex0_age76,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 76
est72011sex1_age76,Population Estimate (as of July 1) - 2011 - Male; Total - 76
est72011sex2_age76,Population Estimate (as of July 1) - 2011 - Female; Total - 76
est72012sex0_age76,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 76
est72012sex1_age76,Population Estimate (as of July 1) - 2012 - Male; Total - 76
est72012sex2_age76,Population Estimate (as of July 1) - 2012 - Female; Total - 76
est72013sex0_age76,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 76
est72013sex1_age76,Population Estimate (as of July 1) - 2013 - Male; Total - 76
est72013sex2_age76,Population Estimate (as of July 1) - 2013 - Female; Total - 76
est72014sex0_age76,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 76
est72014sex1_age76,Population Estimate (as of July 1) - 2014 - Male; Total - 76
est72014sex2_age76,Population Estimate (as of July 1) - 2014 - Female; Total - 76
est72015sex0_age76,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 76
est72015sex1_age76,Population Estimate (as of July 1) - 2015 - Male; Total - 76
est72015sex2_age76,Population Estimate (as of July 1) - 2015 - Female; Total - 76
est72016sex0_age76,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 76
est72016sex1_age76,Population Estimate (as of July 1) - 2016 - Male; Total - 76
est72016sex2_age76,Population Estimate (as of July 1) - 2016 - Female; Total - 76
est72017sex0_age76,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 76
est72017sex1_age76,Population Estimate (as of July 1) - 2017 - Male; Total - 76
est72017sex2_age76,Population Estimate (as of July 1) - 2017 - Female; Total - 76
est72018sex0_age76,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 76
est72018sex1_age76,Population Estimate (as of July 1) - 2018 - Male; Total - 76
est72018sex2_age76,Population Estimate (as of July 1) - 2018 - Female; Total - 76
cen42010sex0_age77,"April 1, 2010 - Census - Both Sexes; Total - 77"
cen42010sex1_age77,"April 1, 2010 - Census - Male; Total - 77"
cen42010sex2_age77,"April 1, 2010 - Census - Female; Total - 77"
est42010sex0_age77,"April 1, 2010 - Estimates Base - Both Sexes; Total - 77"
est42010sex1_age77,"April 1, 2010 - Estimates Base - Male; Total - 77"
est42010sex2_age77,"April 1, 2010 - Estimates Base - Female; Total - 77"
est72010sex0_age77,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 77
est72010sex1_age77,Population Estimate (as of July 1) - 2010 - Male; Total - 77
est72010sex2_age77,Population Estimate (as of July 1) - 2010 - Female; Total - 77
est72011sex0_age77,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 77
est72011sex1_age77,Population Estimate (as of July 1) - 2011 - Male; Total - 77
est72011sex2_age77,Population Estimate (as of July 1) - 2011 - Female; Total - 77
est72012sex0_age77,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 77
est72012sex1_age77,Population Estimate (as of July 1) - 2012 - Male; Total - 77
est72012sex2_age77,Population Estimate (as of July 1) - 2012 - Female; Total - 77
est72013sex0_age77,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 77
est72013sex1_age77,Population Estimate (as of July 1) - 2013 - Male; Total - 77
est72013sex2_age77,Population Estimate (as of July 1) - 2013 - Female; Total - 77
est72014sex0_age77,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 77
est72014sex1_age77,Population Estimate (as of July 1) - 2014 - Male; Total - 77
est72014sex2_age77,Population Estimate (as of July 1) - 2014 - Female; Total - 77
est72015sex0_age77,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 77
est72015sex1_age77,Population Estimate (as of July 1) - 2015 - Male; Total - 77
est72015sex2_age77,Population Estimate (as of July 1) - 2015 - Female; Total - 77
est72016sex0_age77,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 77
est72016sex1_age77,Population Estimate (as of July 1) - 2016 - Male; Total - 77
est72016sex2_age77,Population Estimate (as of July 1) - 2016 - Female; Total - 77
est72017sex0_age77,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 77
est72017sex1_age77,Population Estimate (as of July 1) - 2017 - Male; Total - 77
est72017sex2_age77,Population Estimate (as of July 1) - 2017 - Female; Total - 77
est72018sex0_age77,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 77
est72018sex1_age77,Population Estimate (as of July 1) - 2018 - Male; Total - 77
est72018sex2_age77,Population Estimate (as of July 1) - 2018 - Female; Total - 77
cen42010sex0_age78,"April 1, 2010 - Census - Both Sexes; Total - 78"
cen42010sex1_age78,"April 1, 2010 - Census - Male; Total - 78"
cen42010sex2_age78,"April 1, 2010 - Census - Female; Total - 78"
est42010sex0_age78,"April 1, 2010 - Estimates Base - Both Sexes; Total - 78"
est42010sex1_age78,"April 1, 2010 - Estimates Base - Male; Total - 78"
est42010sex2_age78,"April 1, 2010 - Estimates Base - Female; Total - 78"
est72010sex0_age78,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 78
est72010sex1_age78,Population Estimate (as of July 1) - 2010 - Male; Total - 78
est72010sex2_age78,Population Estimate (as of July 1) - 2010 - Female; Total - 78
est72011sex0_age78,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 78
est72011sex1_age78,Population Estimate (as of July 1) - 2011 - Male; Total - 78
est72011sex2_age78,Population Estimate (as of July 1) - 2011 - Female; Total - 78
est72012sex0_age78,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 78
est72012sex1_age78,Population Estimate (as of July 1) - 2012 - Male; Total - 78
est72012sex2_age78,Population Estimate (as of July 1) - 2012 - Female; Total - 78
est72013sex0_age78,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 78
est72013sex1_age78,Population Estimate (as of July 1) - 2013 - Male; Total - 78
est72013sex2_age78,Population Estimate (as of July 1) - 2013 - Female; Total - 78
est72014sex0_age78,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 78
est72014sex1_age78,Population Estimate (as of July 1) - 2014 - Male; Total - 78
est72014sex2_age78,Population Estimate (as of July 1) - 2014 - Female; Total - 78
est72015sex0_age78,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 78
est72015sex1_age78,Population Estimate (as of July 1) - 2015 - Male; Total - 78
est72015sex2_age78,Population Estimate (as of July 1) - 2015 - Female; Total - 78
